leagues,outcomes,edge_min,sel_n,sel_roi,hld_n,hld_roi,hld_win,hld_per_season
E1+F1+SC0+T1,draw,0.1,831,0.0031055226779720265,406,0.1220108960432002,0.2881773399014778,58.0
F1+I1+SC0,draw,0.05,968,-0.10203083205929614,587,0.12199487337848276,0.282793867120954,83.85714285714286
F1+I1+SC0,draw,0.08,968,-0.10203083205929614,587,0.12199487337848276,0.282793867120954,83.85714285714286
G1+P1+T1,all,0.15,1128,0.03442748485830846,766,0.12188769776396809,0.6253263707571801,109.42857142857143
G1+P1,draw+away,0.12,489,-0.007428293342418097,480,0.12183380373820502,0.47708333333333336,68.57142857142857
E0+F1+T1,draw,0.08,1176,0.002379870206168088,491,0.12180376444856279,0.2790224032586558,70.14285714285714
E0+F1+T1,draw,0.05,1176,0.002379870206168088,491,0.12180376444856279,0.2790224032586558,70.14285714285714
E1+F1+G1+T1,draw,0.05,1315,0.04307693358596047,724,0.12172759803653282,0.2955801104972376,103.42857142857143
E1+F1+G1+T1,draw,0.08,1315,0.04307693358596047,724,0.12172759803653282,0.2955801104972376,103.42857142857143
D1+E0+G1+T1,home+draw,0.15,1163,0.01453846144294714,475,0.12164886284019008,0.56,67.85714285714286
E0+G1+P1,home,0.15,718,0.09096524383916978,299,0.12161269922388791,0.7491638795986622,42.714285714285715
E1+F1+SP1+T1,draw,0.12,480,-0.008753445684253083,289,0.12142526662302199,0.3044982698961938,41.285714285714285
E0+F1+I1+SC0,draw,0.1,902,-0.076749005627831,397,0.12136547672688663,0.28463476070528965,56.714285714285715
E0+G1+I1+SP1,draw,0.12,457,-0.16001315898685364,286,0.12128332505207969,0.32167832167832167,40.857142857142854
G1+T1,draw,0.08,510,0.029669015783072128,456,0.12127141892580941,0.3157894736842105,65.14285714285714
G1+T1,draw,0.05,510,0.029669015783072128,456,0.12127141892580941,0.3157894736842105,65.14285714285714
G1+T1,draw+away,0.12,496,-0.0726609266617619,467,0.12124054199737994,0.44967880085653106,66.71428571428571
E0+F1+T1,home+draw,0.15,853,0.0368841282861203,300,0.1212039891793616,0.5366666666666666,42.857142857142854
E0+G1+P1+T1,home+draw,0.15,1168,0.05611308293969293,560,0.1211927376338816,0.6321428571428571,80.0
G1+P1,all,0.15,705,0.06818427438298218,494,0.12109247431490654,0.6477732793522267,70.57142857142857
E0+E1+F1+T1,home+draw,0.15,1030,0.044536112027403665,447,0.12102968278944748,0.5391498881431768,63.857142857142854
E1+G1+T1,home,0.15,523,0.05468764831333402,313,0.12102871150345205,0.7252396166134185,44.714285714285715
P1+T1,all,0.15,831,0.03633275371885196,552,0.12089376680969077,0.6213768115942029,78.85714285714286
E0+G1+N1+T1,home+draw,0.15,1103,0.04506204362131415,467,0.12083329693035856,0.5802997858672377,66.71428571428571
F1+SC0+T1,draw,0.05,932,-0.047380003866781754,569,0.12082795596736554,0.281195079086116,81.28571428571429
F1+SC0+T1,draw,0.08,932,-0.047380003866781754,569,0.12082795596736554,0.281195079086116,81.28571428571429
E0+E1+P1,all,0.18,624,0.0844163024812044,366,0.12078828711362227,0.592896174863388,52.285714285714285
D1+E1+F1+G1,draw,0.12,482,0.0013185300423671654,287,0.12072338456336769,0.289198606271777,41.0
E1+G1+T1,draw,0.1,548,0.08385821856896139,371,0.1207138937554143,0.31536388140161725,53.0
F1+G1+N1+T1,draw,0.1,748,0.004559152384636182,436,0.1205865692531104,0.29357798165137616,62.285714285714285
G1+N1+P1+T1,away,0.12,694,-0.06669110415548,524,0.12056528405168652,0.5324427480916031,74.85714285714286
E1+I1+N1+T1,draw,0.1,785,0.007376701389054384,500,0.12053298172852801,0.294,71.42857142857143
F1+I1+P1+T1,draw,0.1,787,-0.0034559327417761332,525,0.12030808012991201,0.30095238095238097,75.0
G1,draw+away,0.1,290,-0.07851162246300508,317,0.11989765210207814,0.4384858044164038,45.285714285714285
E0+G1+I1,draw,0.1,619,-0.03612268037586678,362,0.11984091167088715,0.31215469613259667,51.714285714285715
E0+E1+P1+SC0,home+draw,0.18,569,0.05135992298657308,311,0.11970282556599435,0.572347266881029,44.42857142857143
E0+E1+P1,home+draw,0.15,839,0.06716146311383728,388,0.11965984450089959,0.6056701030927835,55.42857142857143
D1+E0+E1,home+draw,0.15,834,0.004630440727244991,303,0.1195734412325569,0.48514851485148514,43.285714285714285
B1+G1+N1+P1,away,0.12,604,-0.08149392588773069,492,0.11944784400738015,0.5182926829268293,70.28571428571429
F1+I1+SP1+T1,draw,0.1,785,-0.07438237572863739,561,0.1193698814162812,0.2976827094474153,80.14285714285714
E0+G1+I1+T1,draw,0.08,1304,-0.028711291218777465,830,0.1193335424602423,0.3072289156626506,118.57142857142857
E0+G1+I1+T1,draw,0.05,1304,-0.028711291218777465,830,0.1193335424602423,0.3072289156626506,118.57142857142857
D1+E1+P1+SC0,all,0.2,484,0.033140136876718865,294,0.1192780506346671,0.5510204081632653,42.0
E0+E1+F1+I1,draw,0.08,1599,-0.00586287963088912,642,0.11926363972866526,0.2819314641744548,91.71428571428571
E0+E1+F1+I1,draw,0.05,1599,-0.00586287963088912,642,0.11926363972866526,0.2819314641744548,91.71428571428571
G1+P1+SC0,away,0.12,522,0.01165836496266062,385,0.11924762078793143,0.5662337662337662,55.0
E1+G1+P1,away,0.12,486,0.008411555220653684,387,0.1192009352931822,0.5452196382428941,55.285714285714285
D1+E0+N1+P1,all,0.18,859,0.03291766425021958,338,0.11916420552563091,0.5473372781065089,48.285714285714285
D1+I1+T1,draw,0.05,876,-0.08511140874650036,772,0.11914806008196792,0.29015544041450775,110.28571428571429
D1+I1+T1,draw,0.08,876,-0.08511140874650036,772,0.11914806008196792,0.29015544041450775,110.28571428571429
D1+F1+I1+SC0,draw,0.1,823,-0.1254057107565098,475,0.11896552989026699,0.27578947368421053,67.85714285714286
G1+I1+SC0+T1,draw,0.08,1060,-0.07833321356207389,908,0.11894808349989461,0.30616740088105726,129.71428571428572
G1+I1+SC0+T1,draw,0.05,1060,-0.07833321356207389,908,0.11894808349989461,0.30616740088105726,129.71428571428572
G1+T1,away,0.12,330,-0.11067494621647431,287,0.11887947293167003,0.5226480836236934,41.0
E1+G1+I1,draw,0.08,933,0.0032206848918902033,607,0.11887321076099906,0.30971993410214166,86.71428571428571
E1+G1+I1,draw,0.05,933,0.0032206848918902033,607,0.11887321076099906,0.30971993410214166,86.71428571428571
D1+I1+P1,away,0.12,639,0.004939168340048936,445,0.1188355044925103,0.5528089887640449,63.57142857142857
E1+F1+I1+SC0,draw,0.05,1355,-0.04059534339942696,720,0.11877671780934197,0.2833333333333333,102.85714285714286
E1+F1+I1+SC0,draw,0.08,1355,-0.04059534339942696,720,0.11877671780934197,0.2833333333333333,102.85714285714286
P1,all,0.15,408,0.09703791939342118,280,0.11868818844309251,0.6571428571428571,40.0
G1+I1+P1+T1,draw+away,0.12,1164,-0.03660590836269777,968,0.11854218202032271,0.47830578512396693,138.28571428571428
B1+F1+T1,draw,0.1,593,0.0380916079764414,288,0.11839949927653445,0.2951388888888889,41.142857142857146
G1+I1+P1+SC0,away,0.15,440,-0.040213387718096134,305,0.11838044043224931,0.6,43.57142857142857
D1+N1+P1+T1,all,0.2,565,0.032193422565236156,286,0.11830937390857861,0.5524475524475524,40.857142857142854
E0+E1+F1+T1,draw,0.05,1563,0.028672733198798612,624,0.11825035454433717,0.28044871794871795,89.14285714285714
E0+E1+F1+T1,draw,0.08,1563,0.028672733198798612,624,0.11825035454433717,0.28044871794871795,89.14285714285714
G1,all,0.12,554,0.04407308924794972,367,0.11818664416066443,0.5803814713896458,52.42857142857143
E0+E1+N1,home+draw,0.15,774,0.051999472355935696,295,0.11817212608626322,0.5152542372881356,42.142857142857146
E0+E1+N1+P1,all,0.18,794,0.06249198487161681,408,0.11810871361501847,0.5759803921568627,58.285714285714285
E1+F1+SC0+T1,draw,0.05,1319,-0.0014527708976963317,702,0.11787140062679352,0.28205128205128205,100.28571428571429
E1+F1+SC0+T1,draw,0.08,1319,-0.0014527708976963317,702,0.11787140062679352,0.28205128205128205,100.28571428571429
E1+G1+T1,draw,0.08,897,0.06147280752795106,589,0.11786359855617293,0.3089983022071307,84.14285714285714
E1+G1+T1,draw,0.05,897,0.06147280752795106,589,0.11786359855617293,0.3089983022071307,84.14285714285714
G1+I1+N1+T1,draw,0.12,401,-0.03562704360707785,325,0.11783096637603163,0.31076923076923074,46.42857142857143
E0+E1+SC0+T1,home+draw,0.18,559,-0.017557851477136253,296,0.11775564790532271,0.5371621621621622,42.285714285714285
E1+P1,all,0.18,365,0.12371169376495679,308,0.11772111601458446,0.6103896103896104,44.0
D1+G1+I1,draw,0.1,540,-0.10650544569492068,440,0.11769402658996665,0.29772727272727273,62.857142857142854
D1+E0+P1+SC0,all,0.18,839,0.01777152150396209,380,0.11764633565810272,0.5631578947368421,54.285714285714285
E1+F1+N1+T1,draw,0.1,844,0.02835637450783746,390,0.11762680809082822,0.27692307692307694,55.714285714285715
E0+E1,home+draw,0.12,1059,0.013816835055650185,369,0.1175278804484072,0.5203252032520326,52.714285714285715
E0+P1+SP1,all,0.18,720,0.061620500304624154,303,0.11732771451063677,0.6270627062706271,43.285714285714285
F1+I1+P1+T1,draw,0.12,480,0.011715659022496406,288,0.11727856843696083,0.3020833333333333,41.142857142857146
E1+P1+SC0+T1,home,0.15,675,0.03363125617498343,450,0.11724280926068066,0.6911111111111111,64.28571428571429
I1+P1+T1,away,0.12,651,-0.02776030019775055,497,0.11723679420680926,0.5714285714285714,71.0
D1+E1+I1+T1,draw,0.08,1263,-0.027991509680281777,905,0.11721403978475044,0.28950276243093925,129.28571428571428
D1+E1+I1+T1,draw,0.05,1263,-0.027991509680281777,905,0.11721403978475044,0.28950276243093925,129.28571428571428
E0+E1+P1+SC0,all,0.18,774,0.046543371588226044,450,0.11696353029073644,0.5866666666666667,64.28571428571429
E0+E1,home,0.1,1154,0.032552754583527736,435,0.11686917412394443,0.5793103448275863,62.142857142857146
E0+P1+SC0+T1,home+draw,0.15,1116,0.025179287071189535,525,0.11674495246075707,0.5980952380952381,75.0
E0+I1,draw,0.05,794,-0.0676461553321611,374,0.11674143225666535,0.2967914438502674,53.42857142857143
E0+I1,draw,0.08,794,-0.0676461553321611,374,0.11674143225666535,0.2967914438502674,53.42857142857143
I1+SC0,draw,0.1,363,-0.15396421706966082,281,0.11670918004691067,0.298932384341637,40.142857142857146
E1+SC0+T1,home+draw,0.15,631,-0.0035203420504788564,431,0.11661966605283204,0.5545243619489559,61.57142857142857
D1+E0+G1+P1,all,0.18,851,0.03983848453432679,401,0.1166052802717531,0.5860349127182045,57.285714285714285
E1+G1+I1+SP1,draw,0.12,434,-0.05955667916166907,330,0.11657487793267983,0.3181818181818182,47.142857142857146
B1+G1+I1+T1,draw,0.1,673,0.01891320945709966,534,0.11644986478887655,0.31647940074906367,76.28571428571429
E0+E1+SP1+T1,home+draw,0.15,1113,0.011728404402568952,493,0.11642675111047715,0.5679513184584178,70.42857142857143
G1+P1+SC0,draw+away,0.15,430,-0.03227286463773695,323,0.11640503620827114,0.5077399380804953,46.142857142857146
E0+E1+SP1+T1,home,0.15,846,0.024161634625216793,340,0.11638636146617816,0.6764705882352942,48.57142857142857
I1+SC0,draw,0.08,550,-0.17806191472452335,452,0.11638334967673389,0.29646017699115046,64.57142857142857
I1+SC0,draw,0.05,550,-0.17806191472452335,452,0.11638334967673389,0.29646017699115046,64.57142857142857
E0+F1+I1+N1,draw,0.1,915,-0.0508668696697769,381,0.11632892237968467,0.27296587926509186,54.42857142857143
E0+E1+G1+P1,all,0.18,786,0.0691165143353887,471,0.11614807523956427,0.6050955414012739,67.28571428571429
E0+E1+G1+SC0,home+draw,0.15,945,0.03436663252733117,473,0.11614198157297007,0.5687103594080338,67.57142857142857
I1+P1,draw+away,0.12,668,-0.008800128531967825,501,0.11611463528885642,0.5049900199600799,71.57142857142857
D1+G1+I1+P1,draw+away,0.12,1186,-0.0440491843595406,914,0.1160986379856635,0.4562363238512035,130.57142857142858
D1+G1,draw+away,0.12,518,-0.09209161225524112,413,0.11607666094465612,0.39709443099273606,59.0
E0+I1+SC0+T1,home+draw,0.15,1135,-0.021929526366857657,403,0.11606061548443986,0.56575682382134,57.57142857142857
G1+P1,away,0.08,614,-0.024679976606288297,572,0.11604841991151614,0.5157342657342657,81.71428571428571
G1+P1,away,0.05,614,-0.024679976606288297,572,0.11604841991151614,0.5157342657342657,81.71428571428571
E0+E1+I1,draw,0.1,715,-0.0006874051221270896,316,0.11592263993361608,0.29430379746835444,45.142857142857146
B1+E0+E1+T1,home,0.15,829,0.05593894547803215,346,0.11591466485403917,0.6676300578034682,49.42857142857143
E0+E1+G1,home,0.12,1137,0.046368418172562736,416,0.11586874887347436,0.6610576923076923,59.42857142857143
D1+I1+P1+T1,all,0.2,630,0.01707793376073605,300,0.11585549288413566,0.5633333333333334,42.857142857142854
D1+G1+T1,draw+away,0.15,481,-0.14696983654862597,370,0.11580513505962745,0.44324324324324327,52.857142857142854
D1+I1+SC0+SP1,draw,0.12,452,-0.22407984079087645,330,0.11577677641663067,0.2909090909090909,47.142857142857146
E0+I1+SC0+T1,draw,0.05,1308,-0.07482136280049596,808,0.11573185810674426,0.2957920792079208,115.42857142857143
E0+I1+SC0+T1,draw,0.08,1308,-0.07482136280049596,808,0.11573185810674426,0.2957920792079208,115.42857142857143
D1+G1+N1+P1,draw+away,0.15,615,-0.1066361841509137,411,0.1157272481346461,0.44038929440389296,58.714285714285715
B1+I1+P1,away,0.12,561,-0.03605543514348386,465,0.115653590608177,0.5591397849462365,66.42857142857143
D1+G1+I1+T1,draw+away,0.12,1193,-0.07288557607253522,901,0.11565296434067829,0.44173140954495005,128.71428571428572
D1+E0+SC0+T1,home+draw,0.15,1111,-0.02197846483599872,440,0.1154960918003687,0.5136363636363637,62.857142857142854
E0+N1+P1+SC0,home,0.15,816,0.061108155645908095,331,0.11542249073097882,0.6706948640483383,47.285714285714285
D1+N1+P1,all,0.18,600,0.03500167006552121,280,0.11535325148005328,0.5571428571428572,40.0
E1+N1+P1+T1,home,0.15,709,0.06743038818117325,413,0.1153366879225633,0.6997578692493946,59.0
I1+T1,draw+away,0.12,675,-0.05886121542121561,488,0.11533228838111521,0.47950819672131145,69.71428571428571
I1+P1+T1,draw+away,0.15,588,-0.0318309137688765,378,0.11529592167181013,0.5317460317460317,54.0
E0+G1+P1+SC0,home,0.15,849,0.06729584753834189,383,0.11515400245431115,0.7127937336814621,54.714285714285715
E0+E1+P1+SP1,home+draw,0.18,623,0.04596678644974889,297,0.11515016802760844,0.5959595959595959,42.42857142857143
E1+G1+P1+T1,home,0.15,742,0.0741454930011275,465,0.1151416387655274,0.7311827956989247,66.42857142857143
D1+F1+I1+N1,draw,0.1,836,-0.0981019878082813,459,0.11502193396972635,0.2657952069716776,65.57142857142857
E1+N1+P1,all,0.18,535,0.07911225161568657,350,0.11500530291602575,0.5885714285714285,50.0
E1+P1+T1,all,0.2,422,0.062024431588133,306,0.11498907330358173,0.6045751633986928,43.714285714285715
E0+T1,draw,0.05,758,0.003081708154246917,356,0.11494263040615242,0.2949438202247191,50.857142857142854
E0+T1,draw,0.08,758,0.003081708154246917,356,0.11494263040615242,0.2949438202247191,50.857142857142854
SC0+T1,draw,0.08,514,-0.08538250707890373,434,0.11489883731666778,0.29493087557603687,62.0
SC0+T1,draw,0.05,514,-0.08538250707890373,434,0.11489883731666778,0.29493087557603687,62.0
E1+N1+SC0+T1,home,0.15,621,0.017197893848285874,345,0.11487021692139328,0.6521739130434783,49.285714285714285
G1+P1+SP1,away,0.12,581,0.01249680400607852,410,0.11485100572353643,0.5634146341463414,58.57142857142857
D1+G1+I1+P1,away,0.15,441,-0.07804465619467456,302,0.11480215680352662,0.5629139072847682,43.142857142857146
E0+F1+G1+I1,draw,0.05,1455,-0.0339403649860481,705,0.11472830269901337,0.2936170212765957,100.71428571428571
E0+F1+G1+I1,draw,0.08,1455,-0.0339403649860481,705,0.11472830269901337,0.2936170212765957,100.71428571428571
F1+G1+I1+SC0,draw,0.08,1211,-0.07891964978309075,783,0.11472470412769559,0.2937420178799489,111.85714285714286
F1+G1+I1+SC0,draw,0.05,1211,-0.07891964978309075,783,0.11472470412769559,0.2937420178799489,111.85714285714286
E1+G1+SC0+T1,home,0.15,654,0.02938935027562127,397,0.11472087093881086,0.6952141057934509,56.714285714285715
G1+N1+T1,draw+away,0.15,426,-0.13124458600733288,322,0.1146267148027335,0.4658385093167702,46.0
E0+N1+P1+SP1,all,0.18,890,0.04577746269255546,345,0.11461379940687927,0.6028985507246377,49.285714285714285
I1+P1+SC0+T1,all,0.2,600,0.006590849646334233,291,0.11458979544428625,0.6082474226804123,41.57142857142857
D1+E1+I1,draw,0.1,636,-0.05724406222318973,394,0.11458658109667637,0.2817258883248731,56.285714285714285
E0+N1+SC0+T1,home+draw,0.15,1051,0.009307150533200852,432,0.11456226367882381,0.5347222222222222,61.714285714285715
E0+SP1+T1,home+draw,0.15,936,-0.00035029342027899585,346,0.114537733531049,0.5780346820809249,49.42857142857143
E0+G1+P1+T1,all,0.15,1612,0.028343990030235727,937,0.1144133794782672,0.5976520811099253,133.85714285714286
F1+G1+I1+P1,away,0.12,751,0.002677213232165011,605,0.11433755731029882,0.5752066115702479,86.42857142857143
SC0+T1,home+draw,0.15,454,-0.030998535533185757,284,0.1143165225287867,0.5598591549295775,40.57142857142857
G1+I1,draw+away,0.1,816,-0.055848917405068546,719,0.11424387881900355,0.45897079276773295,102.71428571428571
D1+E0+P1+T1,home,0.15,946,0.04274130251425002,356,0.11423315093448144,0.6853932584269663,50.857142857142854
I1,draw+away,0.08,793,-0.07668487016716075,610,0.11422763823879742,0.45737704918032784,87.14285714285714
I1,draw+away,0.05,793,-0.07668487016716075,610,0.11422763823879742,0.45737704918032784,87.14285714285714
D1+G1+I1+T1,draw,0.08,1119,-0.06502083386910018,968,0.1142072195983144,0.2975206611570248,138.28571428571428
D1+G1+I1+T1,draw,0.05,1119,-0.06502083386910018,968,0.1142072195983144,0.2975206611570248,138.28571428571428
D1+F1+I1,draw,0.08,1027,-0.08491694373820781,647,0.11416722676425463,0.27202472952086554,92.42857142857143
D1+F1+I1,draw,0.05,1027,-0.08491694373820781,647,0.11416722676425463,0.27202472952086554,92.42857142857143
D1+P1+SC0,all,0.18,580,0.013169277365961112,322,0.11415068157855102,0.5745341614906833,46.0
E1+P1+SC0,all,0.18,515,0.05557699731134924,392,0.11407667274782132,0.5994897959183674,56.0
E0+G1+SC0,home+draw,0.15,768,0.024484993348606734,326,0.11407006577288382,0.5797546012269938,46.57142857142857
E1+I1+SC0,draw,0.05,937,-0.058086585399953615,585,0.11402952084296594,0.294017094017094,83.57142857142857
E1+I1+SC0,draw,0.08,937,-0.058086585399953615,585,0.11402952084296594,0.294017094017094,83.57142857142857
D1+E0+G1+T1,draw,0.12,459,-0.1016300037870414,296,0.11400216735474278,0.30067567567567566,42.285714285714285
D1+F1+G1+SP1,draw,0.12,444,-0.13979196375694972,305,0.11399527980485527,0.29508196721311475,43.57142857142857
E1+P1+T1,home+draw,0.15,747,0.06152203942483134,494,0.11396300981293256,0.6093117408906883,70.57142857142857
E0+E1+I1,draw,0.08,1181,-0.00826466445794909,507,0.11393247218403034,0.2938856015779093,72.42857142857143
E0+E1+I1,draw,0.05,1181,-0.00826466445794909,507,0.11393247218403034,0.2938856015779093,72.42857142857143
E1+G1+I1+SC0,draw,0.12,426,-0.009737221838296744,314,0.11392637238095256,0.3089171974522293,44.857142857142854
F1+G1+SC0+T1,draw,0.05,1175,-0.03475760764867931,765,0.11388420670115768,0.2928104575163399,109.28571428571429
F1+G1+SC0+T1,draw,0.08,1175,-0.03475760764867931,765,0.11388420670115768,0.2928104575163399,109.28571428571429
E0+E1+G1+P1,home+draw,0.15,1061,0.07484722355841329,536,0.11386718300074274,0.6175373134328358,76.57142857142857
D1+F1+P1+T1,all,0.2,584,0.08164939507843157,302,0.1138490179878778,0.5629139072847682,43.142857142857146
E0+F1+G1+T1,draw,0.05,1419,0.00447702947032305,687,0.11379553245299702,0.2925764192139738,98.14285714285714
E0+F1+G1+T1,draw,0.08,1419,0.00447702947032305,687,0.11379553245299702,0.2925764192139738,98.14285714285714
I1+P1,away,0.05,899,-0.016536770729333197,661,0.11379193171136927,0.5582450832072617,94.42857142857143
I1+P1,away,0.08,899,-0.016536770729333197,661,0.11379193171136927,0.5582450832072617,94.42857142857143
E0+P1+SC0+SP1,all,0.18,870,0.030952370054064225,387,0.11371784279075568,0.6124031007751938,55.285714285714285
B1+E1+I1+T1,draw,0.1,769,0.041873582288222376,488,0.11370849344955529,0.305327868852459,69.71428571428571
F1+G1+I1,draw+away,0.12,889,-0.012945039470674434,633,0.11370395477710574,0.4881516587677725,90.42857142857143
